Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) от продажи, RUB",Факт просрочки
129,20.0,34,18.13888888888889,61,70309611.97452228,72,166361146.4968153,179003184.7133758,190115286.6242038,201306369.4267516,292734394.9044586,294652866.2420382,291938853.5031847,288102547.7707006,396852866.2420382,485694904.4585987,435120382.1656051,593135668.7898089,0.0,0.0,0.0,0.0,2641401.27388535,2310828.025477707,5236305.732484076,5288535.031847133,0.0,159891719.7452229,424730573.2484076,611490445.8598726,727594267.5159235,488780891.7197452,685857961.7834395,622695541.4012738,995237579.6178344,661523566.8789809,1123492993.630573,2800416560.509554,2544411464.968153,1588784076.433121,2057083439.490446,1919303821.656051,383070063.6942675,208996178.343949,436992356.6878981,True
130,40.0,14,4.028409090909091,45,3378777.324840765,176,313019745.2229299,276756050.955414,233996815.2866242,272482802.5477707,449541401.2738853,408394904.4585987,301704458.5987261,293212101.910828,934740127.388535,1629306369.426752,354287261.1464968,262166878.9808917,0.0,0.0,0.0,0.0,48321656.05095541,37398089.17197452,21132484.07643312,8855414.012738854,0.0,0.0,0.0,1156293630.573248,1671409554.140127,193873248.4076433,160841401.2738853,1208176433.121019,1724503184.713376,253627388.5350318,231750318.4713376,4629107643.312101,3939625477.707006,25758882165.60509,4480428662.420382,3850298089.171974,98407643.3121019,-75966878.98089172,46792993.63057324,True
131,20.0,14,7.0,1,0.0509554140127388,3,40781528.66242038,35359235.6687898,31808280.25477707,32126751.59235669,43133121.01910828,37208917.19745223,33021019.10828025,33854140.12738854,171594904.4585987,151168789.8089172,287890445.8598726,176591082.8025478,163787261.1464968,72290445.85987261,187581528.6624204,130996815.2866242,163787261.1464968,72290445.85987261,187581528.6624204,130996815.2866242,211133121.0191083,299547133.7579617,359996178.343949,86110191.08280255,92565605.0955414,97271337.57961784,174951592.3566879,305676433.1210191,309585350.3184713,399759235.6687898,549122929.9363058,2450578980.89172,2681409554.140127,1841880891.719745,2207286624.203822,2350391719.745223,25740127.38853503,29309554.14012739,52906369.42675159,True
132,20.0,0,0.0,0,0.0,0,154777.0700636943,126114.6496815286,96815.2866242038,68152.86624203822,154777.0700636943,126114.6496815286,96815.2866242038,68152.86624203822,211678980.8917197,271268789.8089172,499668152.866242,462935031.8471338,0.0,0.0,13777070.06369427,13777070.06369427,0.0,0.0,13777070.06369427,13777070.06369427,0.0,23566.87898089172,23566.87898089172,60307006.36942675,112424203.821656,333838216.5605096,265842675.1592357,60307006.36942675,112424203.821656,333861783.4394904,265866242.0382166,960433757.9617834,607956687.8980892,512733757.9617834,895545859.8726114,558577707.0063694,46686624.20382165,37873885.35031847,52799363.05732484,False
133,40.0,0,0.0,0,0.0,0,52555116560.50955,56878450318.47134,61800505095.5414,65094010828.02548,54618129299.36305,59313733121.0191,100971218471.3376,98505780254.77708,44103822929.9363,51855602547.7707,46046757961.78344,48009290445.85987,7966322929.936305,18547830573.24841,34819145859.87261,26837579617.8344,14983303821.65605,26761034394.90446,43118821656.05096,36974042675.15923,3344617197.452229,696236305.7324841,4500887261.146497,16560004458.59873,18710957961.78344,21440247133.75796,19964217834.39491,20887446496.81528,20704221656.05096,23131185987.26115,25559138216.56051,120330668152.8662,117808097452.2293,87871862420.38216,107701123566.879,111528745859.8726,9801057961.78344,1954005095.541401,10599087898.08917,False
134,20.0,78,22.44444444444444,47,21420394.83439489,90,54591719.74522293,48353503.18471337,52143949.04458599,44965605.0955414,202761146.4968153,196561783.4394904,201318471.3375796,195319108.2802548,103204458.5987261,100487261.1464968,113341401.2738853,103470063.6942675,47503184.71337579,38076433.12101911,44605095.54140128,125050955.4140127,50724840.76433121,42650955.41401274,49758598.72611465,130345222.9299363,70007643.31210192,77701273.88535032,15591719.74522293,70447133.75796178,70332484.07643312,105223566.8789809,85832484.07643312,145718471.3375796,168943949.044586,194939490.4458599,114879617.8343949,692701273.8853503,673754777.0700637,463617197.4522293,530964331.2101911,496472611.4649681,3645222.929936306,9854140.127388537,11106369.42675159,True
135,60.0,20,5.739130434782608,8,3667931.853503185,23,15827156050.95541,14320435668.78981,13170546496.81529,12297543312.10191,20081570700.63694,17413265605.09554,16178930573.24841,15002564331.21019,5559146496.815287,12984086624.20382,9103987898.089172,15759705095.5414,11455410191.0828,11946701910.82803,11946701910.82803,10729504458.59873,11800852229.29936,12251061783.43949,12210610828.02548,11056319108.28025,1747201273.88535,5414012738.853503,0.0,9229402547.7707,9268685350.318472,6036188535.031847,15827036305.73248,11179019108.28025,15912278343.94904,11909882165.6051,16209905095.5414,36749423566.87898,42085566878.98089,28824208280.25478,34757319108.28025,36377496178.34395,2186054140.127388,2010277707.006369,506405095.5414013,True
136,20.0,1,1.0,0,0.0,7,2784076.433121019,4983439.49044586,9950318.47133758,6250955.414012739,2784076.433121019,4983439.49044586,9950318.47133758,6250955.414012739,11336942.67515924,11578343.94904458,11975796.17834395,21657324.84076433,17197452.22929936,22292993.63057325,23792993.63057325,13057324.84076433,17197452.22929936,22292993.63057325,23792993.63057325,13057324.84076433,0.0,0.0,0.0,16487898.08917197,14352866.24203822,20766242.03821656,20829299.36305732,16487898.08917197,14352866.24203822,20766242.03821656,20829299.36305732,317661783.4394904,331394904.4585987,300832484.0764331,298044585.9872611,309659235.6687898,1363694.267515924,887898.0891719745,4447133.757961784,True
137,50.0,28,9.0,4,4264366.611464968,6,17279162420.38216,18491474522.29299,17460227388.53503,18024896815.28662,17815719108.28025,19024784713.3758,18229256050.95541,18404071337.57962,382087261.1464968,409110828.0254777,380492993.6305732,562396178.3439491,1784652229.299363,43542675.15923566,0.0,1878980891.719745,2236242038.21656,444982802.5477707,364336305.732484,2211912738.853503,1591297452.229299,4062895541.401274,2675321656.050956,1130678343.949044,1028856050.955414,992464331.210191,1777987898.089172,2860255414.012739,5391766242.038217,5249164968.152866,4637849044.585987,6078229936.305732,7007985987.261147,4026146496.815287,5189982165.605095,6094768152.866241,2650780254.77707,-574582802.5477706,112751592.3566879,True
138,10.0,0,0.0,0,0.0,0,34914012.7388535,32956050.95541401,31142038.21656051,29135031.84713376,34914012.7388535,32956050.95541401,31142038.21656051,29135031.84713376,10460509.55414013,9954777.070063692,8966242.038216561,7098089.171974522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19108280.25477707,8280254.777070063,8280254.777070063,4729936.305732484,4552229.299363057,6799363.057324841,5742038.216560509,23838216.56050956,17291082.80254777,15079617.8343949,14022292.99363057,115438853.5031847,87252866.24203822,103968152.866242,102538216.5605096,76807006.36942674,6105732.484076433,-12738.85350318471,1170700.636942675,False
139,20.0,0,0.0,0,0.0,0,194884713.3757962,215829299.3630573,196978980.8917197,170557324.8407643,2653093630.573248,1905936305.732484,1275092356.687898,1822930573.248408,1430370700.636943,636157961.7834395,551656687.8980892,1323991082.802548,794291082.8025477,648450318.4713376,453892356.6878981,625107643.3121018,5530416560.509554,4088400636.942675,3107845859.872612,3706683439.490446,4777070.063694268,0.0,0.0,186095541.4012739,325331210.1910828,378598089.1719745,1302259235.66879,190872611.4649681,342815286.6242038,378598089.1719745,1313677707.006369,897151592.3566879,1818143312.101911,370005095.5414013,994369426.7515924,1652521656.050955,68234394.9044586,93425477.70700637,-97217834.39490443,False
140,10.0,12,2.833333333333333,1,7744.261146496815,6,511464.9681528662,531210.1910828025,419108.2802547771,1391082.802547771,511464.9681528662,531210.1910828025,419108.2802547771,1391082.802547771,4631210.191082803,4003821.656050955,6379617.834394904,7334394.904458598,0.0,0.0,0.0,0.0,82165.6050955414,44585.9872611465,0.0,519108.2802547771,0.0,0.0,0.0,2519745.222929936,2258598.72611465,5838216.560509554,8125477.707006369,2519745.222929936,2258598.72611465,5838216.560509554,8125477.707006369,48778343.94904459,57406369.42675159,38896178.34394904,41275159.23566879,49298089.17197452,3200636.94267516,2558598.72611465,3801273.885350318,True
141,20.0,5,1.894736842105263,0,0.0,19,21876433.1210191,66736942.67515923,26577707.00636943,22784713.37579618,23523566.87898089,71326114.64968152,29390445.85987261,22784713.37579618,141871974.522293,69015286.62420382,210701910.8280254,240650318.4713376,60191082.80254777,52547770.70063694,106687898.089172,79617834.39490445,60191082.80254777,52547770.70063694,110913375.7961783,81924840.7643312,21776433.1210191,428662.4203821656,38812101.91082802,84973248.4076433,109782802.5477707,286702547.7707006,303526114.6496815,106749044.5859872,171660509.5541401,287131210.1910828,342800000.0,2088512101.910828,1572598726.11465,1702469426.751592,2014794904.458598,1513042038.21656,11987261.14649682,13851592.3566879,14018471.33757962,True
142,10.0,36,11.875,6,0.0382165605095541,8,131847.1337579618,3110828.025477707,2746496.815286624,2381528.662420382,131847.1337579618,3110828.025477707,2746496.815286624,2381528.662420382,1396815.286624204,3635668.789808917,4545222.929936306,1472611.464968153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6184713.375796178,10569426.75159236,13558598.72611465,12550955.41401274,6184713.375796178,10569426.75159236,13558598.72611465,12550955.41401274,40649044.58598726,39778343.94904459,37758598.72611465,40282802.5477707,39302547.77070063,210828.025477707,428662.4203821656,366242.0382165605,True
143,30.0,78,15.22142857142857,71,23046910.57961783,140,10459235.66878981,68126114.64968152,70486624.20382166,67512738.85350318,10459235.66878981,68126114.64968152,70486624.20382166,67526751.59235668,13156687.89808917,27619745.22292994,18913375.79617834,87817834.39490445,2064331.210191083,29299.36305732484,0.0,0.0,2064331.210191083,29299.36305732484,0.0,2986624.203821656,4458.598726114649,8918471.337579617,175159.2356687898,20587898.08917197,85209554.14012739,105900636.9426752,145901273.8853503,20592356.68789809,92381528.66242038,114819108.2802548,146076433.1210191,168484076.433121,242240127.3885351,175291082.8025478,155368789.8089172,225988535.0318471,643312.101910828,14750318.47133758,10581528.66242038,True
144,10.0,9,1.858870967741935,12,5389108.140127388,248,3419108.280254777,2885987.261146497,7003184.713375796,6470063.694267516,3419108.280254777,2885987.261146497,7003184.713375796,6470063.694267516,18917834.39490446,21655414.01273885,44481528.66242038,70721019.10828026,0.0,0.0,0.0,0.0,5095.541401273885,5095.541401273885,5095.541401273885,5095.541401273885,2332484.076433121,6114649.681528662,9503184.713375796,20349681.52866242,21750318.47133758,44175796.17834394,66339490.44585987,22682165.60509554,24082802.5477707,50290445.85987261,75979617.8343949,315135668.7898089,352527388.5350319,282097452.2292994,310438216.5605096,345631847.1337579,66242.03821656051,515923.5668789809,1122292.993630573,True
145,20.0,28,9.8,3,0.0318471337579617,5,0.0,0.0,0.0,0.0,1138853.503184713,1138853.503184713,0.0,0.0,43401273.88535032,42271337.57961784,30712101.91082802,33076433.1210191,32175796.17834395,21791719.74522293,26905732.48407644,24830573.24840764,32175796.17834395,21791719.74522293,26905732.48407644,24830573.24840764,1878343.949044586,1600000.0,5891719.74522293,34026751.59235669,41293630.57324841,27605095.54140127,22444585.98726114,35905095.54140127,46954777.0700637,29205095.54140127,28336305.73248408,382189808.9171975,337505732.4840764,318235031.8471338,345064331.2101911,302003821.6560509,4317834.394904458,3843312.101910828,10064331.21019108,True
146,10.0,23,5.088607594936708,20,19958019.33757961,79,8798089.171974521,10520382.16560509,36711464.96815287,37504458.59872612,8798089.171974521,10520382.16560509,36711464.96815287,37504458.59872612,16672611.46496815,20098089.17197452,26234394.9044586,25987898.08917197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3762420.382165605,1808280.25477707,4364968.152866242,25857961.78343949,15718471.33757962,48369426.75159235,37954140.12738854,29620382.16560509,27345859.87261146,50177707.00636943,42318471.33757962,169301273.8853503,194058598.7261146,110062420.3821656,156916560.5095541,177114649.6815287,807643.3121019108,15521019.10828026,6839490.445859873,True
147,10.0,12,12.0,2,2193598.828025478,2,40052866.24203821,60208917.19745223,55690445.85987261,71519745.22292994,42394904.45859873,62819745.22292993,58936942.67515923,76073248.4076433,43289171.97452229,34113375.79617834,54443312.10191083,37456050.95541401,0.0,0.0,0.0,0.0,3236942.675159235,2737579.617834395,2919745.222929936,2729936.305732484,0.0,0.0,0.0,26458598.72611465,47026751.59235669,17409554.14012739,44629299.36305732,27315286.62420382,47469426.75159235,21631847.13375796,48175159.23566879,468050955.4140127,431488535.0318471,237687261.1464968,277145859.8726115,263754140.1273885,88929936.30573247,71085987.2611465,98794904.45859872,True
148,10.0,8,3.372093023255814,8,3674955.184713376,43,11329936.30573248,14131847.13375796,45434394.9044586,50400000.0,11355414.01273885,14814012.7388535,46070700.63694267,52932484.07643312,86943949.04458599,253426751.5923567,261611464.9681529,164194904.4585987,0.0,0.0,0.0,2547.770700636942,19745.2229299363,103184.7133757962,328662.4203821656,887261.1464968153,636.9426751592356,1910.828025477707,1910.828025477707,12779617.8343949,202508917.1974522,104795541.4012739,50280254.77707006,14420382.16560509,206742038.2165605,108580254.7770701,61672611.46496815,2084398089.171974,1886358598.726115,718652229.299363,1480277707.006369,1453979617.834395,13774522.29299363,271483439.4904459,485530573.2484076,True
149,110.0,18,3.157894736842105,2,976466.9044585988,19,0.0,0.0,51468789.8089172,72085987.2611465,0.0,0.0,51468789.8089172,73386624.20382166,0.0,0.0,245917834.3949044,119159872.611465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97452.22929936304,0.0,1273.885350318471,14649.68152866242,0.0,0.0,53379617.8343949,47567515.92356688,0.0,0.0,272533757.9617834,50623566.87898089,940501910.8280256,1196191082.802548,0.0,892746496.8152866,1019187898.089172,0.0,137714012.7388535,14424840.76433121,True
150,20.0,2,2.0,0,0.0,3,37975159.23566879,39408917.19745223,240669426.7515924,270501910.8280255,40442675.15923566,51137579.61783439,254864331.2101911,281036305.732484,465500636.9426751,479022929.9363057,286040127.388535,255572611.4649681,95541.40127388536,95541.40127388536,579905095.5414013,487834394.9044586,95541.40127388536,95541.40127388536,579905095.5414013,487834394.9044586,191114649.6815286,652233121.0191083,234261146.4968153,624468789.8089172,825691719.7452229,293473885.3503184,752448407.6433121,815772611.4649681,1100557961.783439,948952866.242038,988573885.3503184,2708828025.477707,3333338216.560509,1926278343.949044,2622709554.140127,3038733757.961783,1808280.25477707,7728662.420382165,26114012.7388535,True
151,0.0,0,0.0,0,0.0,0,111414012.7388535,98982165.60509554,95233757.96178344,68071337.57961783,111414012.7388535,98982165.60509554,95233757.96178344,68337579.61783439,18731210.1910828,13782165.60509554,55252229.29936305,117237579.6178344,31821019.10828025,4983439.49044586,110953503.1847134,159235668.7898089,31821019.10828025,4983439.49044586,110953503.1847134,163092356.6878981,101949044.5859872,0.0,13566242.03821656,40528025.47770701,28828025.47770701,46108280.25477707,14991719.74522293,142477070.0636943,140198726.1146497,46108280.25477707,28557961.78343949,594291719.7452229,665659235.6687897,516342675.1592357,543819745.22293,627936305.7324841,21299363.05732484,8500000.0,24160509.55414013,False
152,80.0,177,18.41379310344828,18,10040577.35031847,29,15176433.12101911,45472611.46496815,42743949.04458599,41040764.33121019,20893630.57324841,50990445.85987261,48261146.49681529,46557961.78343949,49118471.33757962,68418471.33757961,52454777.0700637,48082802.5477707,57907643.31210191,59370700.63694267,32633757.96178344,40224203.82165605,69531847.13375796,71000000.0,32638853.50318472,40229299.36305732,2655414.012738853,0.0,700636.9426751592,41483439.49044586,62557324.84076433,58559872.61146496,45285987.26114649,44138853.50318471,67060509.55414013,58559872.61146496,45986624.20382165,254644585.9872611,206721019.1082802,181784713.3757962,240550955.4140128,183550318.4713376,4522292.993630573,426114.6496815286,-294904.4585987261,True
153,20.0,16,5.666666666666667,2,1726486.624203822,6,18340764.33121019,15796178.34394904,11650318.47133758,14638216.56050955,18340764.33121019,15801910.82802548,11666242.03821656,14661783.43949044,30515286.62420382,25202547.77070064,28594267.51592357,30763694.26751592,2776433.121019108,1824840.76433121,872611.4649681528,0.0,2921656.050955414,1975159.23566879,1022929.936305732,2947133.757961783,0.0,0.0,0.0,10400000.0,10535031.84713376,12894267.51592357,28856687.89808917,11457324.84076433,11592356.68789809,14007643.31210191,29970700.63694268,184000636.9426752,228807006.3694268,144528662.4203822,108629299.3630573,225464331.2101911,15995541.40127388,1142675.159235669,-950955.4140127389,True
154,20.0,47,11.01652892561983,65,33941961.05732484,121,6640127.388535032,5017834.394904458,2212738.853503184,1415923.566878981,6640127.388535032,5017834.394904458,2243949.044585987,1415923.566878981,15454777.07006369,5445222.929936306,11905095.54140127,8903184.713375796,0.0,0.0,0.0,0.0,0.0,3184.713375796178,31210.19108280255,15923.56687898089,10255414.01273885,31847133.75796178,19735668.78980892,87229299.36305732,34254140.12738854,35458598.72611465,38473885.35031847,97484713.37579615,66985987.26114649,68283439.49044585,58664331.21019108,351636942.6751592,299760509.5541401,402770700.6369427,332629936.3057325,286735668.7898089,3459235.668789809,905732.4840764332,5207643.312101911,True
155,50.0,315,40.625,1,240754.8025477707,8,16096815.2866242,26935668.78980892,48723566.87898089,55078980.89171974,52134394.9044586,68145222.9299363,103378343.9490446,100512101.910828,10520382.16560509,27153503.18471337,20031847.13375796,79936305.73248407,402375796.178344,434255414.0127388,501056687.8980892,597565605.0955414,402375796.178344,434255414.0127388,501056687.8980892,597565605.0955414,27908917.19745223,221200000.0,30238853.50318472,99538216.56050956,243926751.5923567,154303184.7133758,157627388.5350319,129026751.5923567,274885350.3184713,377452866.2420382,188989171.9745223,326860509.5541401,267711464.9681529,240792356.6878981,267715923.566879,238536942.6751592,107296815.2866242,65320382.16560509,19542038.21656051,True
156,20.0,1,1.0,0,0.0,2,190733757.9617834,176053503.1847134,163283439.4904459,155024203.821656,284235668.7898089,296005732.4840764,284465605.0955414,321771337.5796178,259646496.8152866,182129936.3057325,378071337.5796178,534449681.5286624,0.0,0.0,0.0,0.0,8410828.025477707,7498089.171974522,6975796.178343949,6866878.980891719,0.0,0.0,0.0,97345222.9299363,112685987.2611465,142198089.1719745,219127388.5350318,101827388.5350318,117990445.8598726,146334394.9044586,227051592.3566879,1592725477.707006,1599108280.254777,718831210.1910827,942194267.5159236,973215923.5668788,561920382.1656051,539710828.0254776,496249681.5286624,True
157,20.0,4,1.72093023255814,0,0.0,43,9714649.68152866,7808917.197452229,6505095.541401274,5429299.363057325,9714649.68152866,7808917.197452229,6505095.541401274,5429299.363057325,14084076.43312102,26401273.88535032,32470700.63694268,43592356.68789808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10379617.8343949,19543949.04458599,22850955.41401274,9170063.694267515,6345222.929936306,6641401.27388535,6343312.101910828,19549681.52866242,23106369.42675159,26185350.31847133,29194267.51592357,291197452.2292994,272544585.9872611,204119745.2229299,263247770.7006369,245787898.089172,5381528.662420382,12553503.18471338,16003821.65605095,True
158,20.0,5,5.0,0,0.0,1,3510828.025477707,5865605.095541401,16456687.89808917,70768152.86624204,5250955.414012739,16968152.86624204,26501910.82802548,82100000.0,24822292.99363057,36045859.87261146,89616560.50955413,139681528.6624204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50383439.49044586,85896178.34394903,195670700.6369427,224587261.1464968,50383439.49044586,85896178.34394903,195670700.6369427,224587261.1464968,636466242.0382166,701223566.8789809,214871337.5796178,608580891.7197452,657603184.7133758,4949044.585987261,17824203.82165605,21096178.34394904,True
159,10.0,3,2.0,0,0.0,6,6420382.165605095,5433121.01910828,3906369.426751592,4338216.560509554,7001910.828025477,7164331.210191082,4077070.063694268,5353503.184713376,16459235.66878981,9944585.987261146,14092356.68789809,15621019.10828026,4775796.178343949,4775796.178343949,4215286.624203822,4215286.624203822,7042675.159235668,6898089.171974522,6219108.280254777,8005732.484076433,9284713.375796178,12021656.05095541,10108917.19745223,21636305.73248408,23998089.17197452,27033757.96178344,40235031.84713376,30921019.10828025,33205732.48407644,39055414.01273885,50343949.04458599,136749681.5286624,146400000.0,112185350.3184713,131791719.7452229,136436305.7324841,9386624.203821655,-743312.101910828,-1396178.343949045,True
160,30.0,1,1.0,0,0.0,1,25858598.72611465,29895541.40127388,46180891.71974522,60745222.92993631,25881528.66242038,29895541.40127388,46180891.71974522,60745222.92993631,20966878.98089172,27910828.02547771,28899363.05732484,47559235.66878981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7061783.439490446,43245222.92993631,63143312.10191082,33436305.73248408,52119108.28025477,25512738.85350318,45235031.84713376,40601910.82802548,56044585.98726115,68861783.43949044,108482165.6050955,273015286.6242038,323271974.522293,169725477.7070064,263589171.9745223,304210828.0254777,985350.3184713376,14169426.75159236,9426114.649681527,True
161,10.0,4,2.25,0,0.0,4,281517834.3949044,265989171.9745223,242171974.522293,210361146.4968153,281710191.0828025,266359235.6687898,242745859.8726114,211196178.343949,320175159.2356688,434539490.4458599,479879617.8343949,521942038.2165605,0.0,0.0,0.0,0.0,6780891.719745223,5808917.197452229,4805732.484076433,3789808.917197452,0.0,0.0,0.0,29480891.71974522,10276433.12101911,23349681.52866242,21647770.70063695,29480891.71974522,10276433.12101911,23349681.52866242,21949681.52866242,744756050.9554139,695286624.2038217,659842675.1592356,663845222.9299363,618799363.0573248,61964331.21019108,27488535.03184713,35027388.53503185,True
162,10.0,5,2.166666666666667,0,0.0,42,12545222.9299363,0.0,7600000.0,16012738.85350318,12592993.63057325,0.0,7641401.27388535,16045859.87261146,83028662.42038216,0.0,59111464.96815287,60500636.94267516,0.0,0.0,0.0,0.0,0.0,0.0,22929.93630573248,7800000.0,16791082.80254777,17666878.98089172,4991719.74522293,134517834.3949045,0.0,252073248.4076433,170350955.4140127,198470700.6369427,0.0,284863694.2675159,190115923.566879,391047770.7006369,434838216.5605096,0.0,337628662.4203821,376921656.0509554,9584076.433121018,7012738.853503184,31921019.10828025,True
163,20.0,27,6.466666666666667,19,5143901.439490447,60,0.0,561783.4394904459,328025.4777070063,105732.4840764331,0.0,564968.152866242,328025.4777070063,105732.4840764331,0.0,6944585.987261146,10782165.60509554,5331847.133757962,0.0,8238853.503184713,5621656.050955414,8889808.917197451,0.0,8238853.503184713,5621656.050955414,8889808.917197451,0.0,1273.885350318471,0.0,0.0,6268789.808917197,13675159.23566879,4743312.101910828,0.0,6278343.949044586,13676433.12101911,4743312.101910828,204217834.3949045,173051592.3566879,177043949.044586,202087261.1464968,170901910.8280255,0.0,1289171.974522293,2130573.248407644,True
164,20.0,6,2.769230769230769,2,3546994.662420382,13,0.0,0.0,827388.5350318471,2383439.49044586,0.0,0.0,827388.5350318471,2383439.49044586,0.0,0.0,54497452.22929936,114571337.5796178,0.0,0.0,72793630.5732484,69354140.12738854,0.0,0.0,72793630.5732484,69413375.79617834,0.0,13457324.84076433,27128662.42038216,0.0,0.0,18832484.07643312,55128025.47770701,0.0,0.0,32289808.91719745,82256687.89808917,246086624.2038217,401319108.2802548,0.0,206676433.1210191,340955414.0127388,0.0,8319108.280254777,13760509.55414013,True
165,10.0,17,4.183673469387755,14,6530447.350318471,49,0.0,0.0,8726114.649681529,8347770.700636942,0.0,0.0,8739490.445859872,8355414.012738853,0.0,0.0,6848407.643312101,9211464.968152866,0.0,0.0,0.0,0.0,0.0,0.0,113375.7961783439,16560.50955414013,0.0,9103821.656050956,11122292.99363057,0.0,0.0,41738853.50318471,42197452.22929936,0.0,0.0,50842675.15923566,53410191.08280255,134545222.9299363,145141401.2738853,0.0,104449681.5286624,109089171.9745223,0.0,1809554.140127388,2066878.98089172,True
166,20.0,7,2.74,1,607907.74522293,50,9608917.197452229,13040127.38853503,1813375.796178344,2114649.681528662,472752229.299363,484007643.3121019,472758598.7261146,473065605.0955414,661870700.6369426,702708280.2547771,848859872.611465,945673885.3503184,0.0,0.0,0.0,0.0,1910.828025477707,17834.3949044586,34394.90445859872,34394.90445859872,127431210.1910828,54538853.50318471,157295541.4012739,900388535.0318471,1074653503.184713,1570343312.101911,1403420382.165605,1027819745.22293,1156661783.43949,1624882165.605095,1560715923.566879,8048303184.713375,7169138216.56051,7468896178.343948,7838203821.656051,6935768789.808917,12663057.32484076,87204458.59872611,72676433.12101911,True
167,30.0,57,16.69491525423729,44,26621888.94267515,59,2054088535.031847,1897354777.070064,1739505095.541401,1596789808.917198,2567370700.636942,2407298726.11465,2255282802.547771,1737761783.43949,167424840.7643312,129395541.4012739,263021656.0509554,308235668.7898089,1107364331.210191,1441676433.121019,0.0,0.0,1130507006.369427,1505453503.184713,98321656.0509554,99166878.98089172,1529754777.070064,2207675159.235669,2409989808.917197,497131847.133758,419148407.6433121,246315923.566879,570259872.611465,2044847133.757961,1270596815.286624,2473536942.675159,3018963057.324841,1280784076.433121,713195541.4012738,1041787261.146497,1163019108.280255,833992993.6305733,-168280254.77707,-430480891.7197452,-2213375.796178344,True
168,50.0,9,4.333333333333333,3,1003668.248407643,6,28130573.24840764,9647133.757961784,5770063.694267516,3538216.560509554,28536305.73248408,48416560.50955414,58239490.44585987,48705095.54140128,88433121.01910828,95841401.27388534,99580254.77707006,118193630.5732484,133121019.1082803,100636942.6751592,110383439.4904458,93579617.8343949,133121019.1082803,100636942.6751592,110383439.4904458,93579617.8343949,0.0,0.0,0.0,177661783.4394904,197749681.5286624,187340764.3312102,228882802.5477707,177661783.4394904,197749681.5286624,187340764.3312102,228882802.5477707,780234394.9044585,1025305732.484076,831877070.0636942,707174522.2929935,948043312.1019108,13867515.92356688,4352866.242038216,16629936.30573248,True
169,10.0,0,0.0,0,0.0,0,311109554.1401274,284458598.7261146,278475796.178344,280568152.8662421,822019745.22293,833368152.866242,878249681.5286624,825298726.1146497,78549044.58598725,120359235.6687898,396387261.1464968,305359872.611465,611655414.0127388,640149044.5859872,254269426.7515924,76568152.86624204,633602547.7707006,671966242.0382166,298682165.6050955,98549681.5286624,23585350.31847133,19321656.05095541,243107643.3121019,478782165.6050955,254176433.1210191,509043312.1019108,257504458.5987261,509431210.1910828,273781528.6624204,540019745.22293,513547133.7579618,909108280.2547772,1358849681.528662,670560509.5541401,747929299.3630573,992389171.9745222,37351592.3566879,177159872.6114649,-1467515.923566879,False
